DEU;DE-BW;Baden-Württemberg
DEU;DE-BY;Bayern (Bavaria)
DEU;DE-BE;Berlin
DEU;DE-BB;Brandenburg
DEU;DE-HB;Bremen
DEU;DE-HH;Hamburg
DEU;DE-HE;Hessen (Hesse)
DEU;DE-MV;Mecklenburg-Vorpommern
DEU;DE-NI;Niedersachsen (Lower Saxony)
DEU;DE-NW;Nordrhein-Westfalen (North Rhine-Westphalia)
DEU;DE-RP;Rheinland-Pfalz (Rhineland-Palatinate)
DEU;DE-SL;Saarland
DEU;DE-SN;Sachsen (Saxony)
DEU;DE-ST;Sachsen-Anhalt (Saxony-Anhalt)
DEU;DE-SH;Schleswig-Holstein
DEU;DE-TH;Thüringen (Thuringia)
