M;Abbas
M;Abdullah
M;Abraham
M;Abram
M;Achim
M;Ada
M;Adalbert
M;Adam
M;Adelbert
F;Adele
F;Adelgunde
F;Adelheid
F;Adelinde
F;Adeline
M;Adem
F;Adina
M;Adolf
F;Adolfine
M;Adrian
F;Adriana
F;Adriane
F;Aenne
F;Agata
F;Agatha
F;Agathe
F;Agnes
F;Agnieszka
M;Ahmad
M;Ahmed
M;Ahmet
M;Alan
M;Alban
M;Albert
F;Albertine
M;Alberto
M;Albin
F;Albina
M;Albrecht
M;Aldo
M;Aleksandar
M;Aleksander
M;Aleksandr
F;Aleksandra
M;Aleksej
F;Alena
M;Alessandro
M;Alex
F;Alexa
M;Alexander
F;Alexandra
M;Alexandre
M;Alexandros
M;Alexei
M;Alexej
M;Alf
M;Alfons
M;Alfonso
M;Alfred
M;Alfredo
M;Ali
F;Alice
F;Alicia
F;Alicja
F;Alida
F;Alina
F;Aline
F;Alla
F;Alma
F;Almut
F;Almuth
M;Alois
F;Aloisia
M;Aloys
M;Alwin
F;Alwina
F;Alwine
F;Amalia
F;Amalie
F;Amanda
F;Amelie
M;Amir
F;Ana
F;Anastasia
M;Anastasios
M;Anatol
M;Anatoli
M;Anatolij
M;Andre
F;Andrea
M;Andreas
M;Andree
M;Andrei
M;Andrej
M;Andres
M;Andrew
M;Andrey
M;Andrzej
M;André
M;Andy
F;Aneta
F;Anett
F;Anette
F;Angela
F;Angelica
F;Angelika
F;Angelina
F;Angelique
M;Angelo
F;Anica
F;Anika
F;Anita
F;Anja
F;Anka
F;Anke
F;Ann
F;Ann-Kathrin
F;Anna
F;Anna-Lena
F;Anna-Luise
F;Anna-Maria
F;Anna-Marie
F;Annaliese
F;Annamaria
F;Anne
F;Anne-Kathrin
F;Anne-Katrin
F;Anne-Marie
F;Anne-Rose
F;Annedore
F;Annegret
F;Annegrete
F;Annekatrin
F;Anneke
F;Annelene
F;Anneli
F;Annelie
F;Annelies
F;Anneliese
F;Annelise
F;Annelore
F;Annemarie
F;Annemie
F;Annerose
F;Annett
F;Annette
F;Anni
F;Annie
F;Annika
F;Annita
F;Anny
M;Anselm
M;Ansgar
M;Ante
M;Anthony
F;Antje
M;Anto
F;Antoinette
M;Anton
F;Antonia
F;Antonie
F;Antonietta
F;Antonina
M;Antonino
M;Antonio
M;Antonios
M;Antonius
F;Apollonia
F;Ariane
M;Aribert
M;Arif
M;Armin
M;Arnd
M;Arndt
M;Arne
M;Arnfried
M;Arnim
M;Arno
M;Arnold
M;Arnulf
M;Arthur
M;Artur
F;Arzu
F;Asta
F;Astrid
M;Athanasios
M;Attila
M;August
F;Augusta
M;Augustin
F;Aurelia
M;Axel
F;Aynur
F;Ayse
F;Aysel
F;Ayten
M;Aziz
F;Babett
F;Babette
M;Baldur
M;Balthasar
M;Baptist
F;Barbara
M;Bartholomäus
M;Bastian
M;Bayram
F;Beata
F;Beate
F;Beatrice
F;Beatrix
M;Bekir
M;Bela
F;Belinda
M;Ben
M;Benedikt
