M;Ricardo
M;Richard
F;Rita
M;Robert
M;Robin
M;Roman
F;Romy
F;Ronja
F;Ronya
F;Rosa
F;Rosalie
M;Ruben
F;Ruth
F;Sabine
F;Sabrina
F;Sahra
F;Salma
M;Sam
M;Samuel
F;Sandra
M;Sandro
F;Sara
F;Sarah
M;Sascha
M;Sebastian
F;Selena
F;Selin
F;Selina
F;Selma
F;Sena
M;Severin
F;Siena
F;Sigrid
M;Simon
F;Sofia
F;Sofie
F;Sofija
F;Sonja
F;Sophia
F;Sophie
F;Sophie-Marie
F;Soraya
M;Stefan
F;Stefanie
F;Stella
M;Stephan
F;Stephanie
M;Steven
M;Sven
F;Tamara
F;Tanja
F;Tea
M;Teodor
M;Theo
M;Theodor
F;Theodora
F;Theresa
F;Therese
M;Thomas
F;Tiffany
M;Tim
M;Timo
M;Timon
F;Tina
M;Tobias
M;Tom
M;Tristan
M;Valentin
F;Valentina
M;Valentino
F;Vanessa
F;Vera
F;Verena
F;Veronika
M;Victor
F;Victoria
M;Viktor
F;Viktoria
M;Vincent
F;Viola
F;Violetta
M;Vito
F;Vivian
M;William
M;Xavier
F;Yasmina
F;Ylvie
F;Yvonne
F;Zara
F;Zoe
F;Zoey
