F;Albina
M;Aldo
M;Alen
F;Ana
F;Andrea
M;Andrija
F;Ane
F;Anica
F;Anita
F;Anka
F;Ankica
M;Ante
M;Anto
M;Anton
F;Antonija
M;Antonio
M;Antun
F;Anđa
F;Anđela
F;Bara
F;Barbara
F;Barica
F;Biljana
F;Biserka
M;Boris
F;Božena
F;Božica
M;Božo
F;Branka
M;Branko
M;Bruno
M;Dalibor
M;Damir
F;Danica
M;Danijel
F;Danijela
M;Dario
M;Darko
M;David
M;Davor
M;Dejan
M;Denis
M;Dino
M;Domagoj
M;Dominik
F;Dora
F;Draga
M;Dragan
F;Dragica
M;Dragutin
M;Dražen
M;Duje
M;Dušan
F;Elizabeta
M;Elvis
F;Ema
M;Erik
F;Eva
M;Filip
M;Fran
F;Franciska
M;Franjo
F;Fuma
M;Goran
F;Gordana
F;Hana
M;Hrvoje
M;Igor
F;Ika
M;Ilija
F;Iva
M;Ivan
F;Ivana
F;Ivanka
M;Ivica
F;Ivka
M;Ivo
F;Jadranka
M;Jakov
F;Jana
F;Janja
M;Janko
F;Jasminka
F;Jasna
F;Jele
F;Jelena
M;Josip
F;Josipa
M;Joso
M;Jozo
M;Joško
F;Julijana
M;Juraj
M;Jure
F;Karla
M;Karlo
F;Kata
F;Katarina
F;Kate
F;Katica
M;Kristijan
F;Kristina
F;Lana
F;Lara
F;Laura
F;Lea
M;Leon
F;Lidija
F;Ljiljana
F;Ljubica
F;Lorena
M;Lovre
M;Lovro
F;Lucija
M;Luka
F;Maja
F;Manda
F;Mara
F;Mare
F;Maria
F;Marica
F;Marija
M;Marijan
F;Marijana
M;Marin
F;Marina
M;Mario
M;Marko
F;Marta
M;Martin
F;Martina
M;Mate
F;Matea
M;Matej
F;Mateja
M;Mateo
M;Matija
M;Mato
F;Mia
M;Mihael
M;Mijo
M;Milan
M;Mile
F;Milena
F;Milica
F;Milka
F;Mira
F;Mirjana
M;Mirko
M;Miroslav
M;Mislav
M;Mladen
F;Nada
F;Nataša
M;Nenad
F;Nevenka
F;Nika
M;Niko
M;Nikola
F;Nikolina
M;Nikša
F;Nina
M;Patrik
M;Pavao
M;Pero
M;Petar
F;Petra
F;Renata
M;Robert
M;Roko
M;Romano
F;Rozalija
M;Rudolf
F;Ruža
F;Ružica
F;Sandra
F;Sanja
F;Sara
M;Saša
M;Siniša
F;Slavica
M;Slavko
F;Snježana
F;Stana
M;Stjepan
F;Suzana
F;Tatjana
F;Tea
F;Terezija
M;Tomislav
M;Tomo
M;Toni
F;Valentina
M;Valter
M;Vedran
F;Vera
F;Veronika
F;Vesna
M;Viktor
M;Vjekoslav
M;Vladimir
M;Vlado
F;Zdenka
M;Zdravko
M;Zlatko
F;Zora
M;Zoran
F;Zorka
M;Zvonko
M;Đuro
F;Đurđica
M;Šime
F;Štefanija
F;Štefica
F;Željka
M;Željko
